Campaign name,Ad Set Name,Age,Gender,Video,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),13-17,female,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,0,1,0,,,,0.01,10,,,,0,0,,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare  + Lookalikes (18-39),13-17,female,ggwc_emotional_set_1 (1).mp4,1,1,1,,,,0.02,20,,,,0,0,20,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),13-17,male,ggwc_emotional_set_1 (1).mp4,4,4,1,,,,0.04,10.03942546,,,,0,0,10.03942546,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Animal Welfare (Factual V3),13-17,unknown,gg_factual_short.mp4,13,13,1,,,,0.10,7.69288346,,,,0,0,7.69288346,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),13-17,female,ggwc_emotional_set_1 (1).mp4,0,6,0,,,,0.10,16.73237577,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Global Poverty (18-39),13-17,unknown,23849025491000764,1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Global Poverty (18-39),13-17,female,23849025491000764,3,3,1,,,,0.13,43.33333333,,,,0,0,43.33333333,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Global Poverty (Emotional V3),13-17,unknown,ggwc_emotional_set_3 (1).mp4,1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Global Poverty (Emotional V3),13-17,female,ggwc_emotional_set_3 (1).mp4,1,1,1,,,,0.02,20,,,,0,0,20,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Global Poverty (Emotional V3),13-17,male,"cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Global Poverty (Emotional V3),13-17,female,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,8,14,1.75,,,,0.19,13.57142857,,,,0,0,23.75,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Global Poverty (Emotional V3),13-17,male,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,2,2,1,,,,0.04,20,,,,0,0,20,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Philanthropy (18-39),13-17,unknown,23849025495190764,0,1,0,,,,0.00,0,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Lookalikes (Emotional),13-17,female,ggwc_emotional_set_3 (1).mp4,1,1,1,,,,0.04,40.02959839,,,,0,0,40.02959839,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),13-17,male,gg_factual_short.mp4,4,6,1.5,,,,0.03,5,,,,0,0,7.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,female,gg_factual_short.mp4,5,5,1,,,,0.04,8,,,,0,0,8,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),13-17,female,ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.10,100,,,,0,0,100,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Philanthropy + Lookalikes (18-39),13-17,female,23849025488920764,1,1,1,,,,0.02,20,,,,0,0,20,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),13-17,male,ggwc_factual_final1 (1).mp4,0,1,0,,,,0.00,0,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Animal Welfare (18-39),13-17,female,23849025485890764,0,1,0,,,,0.01,10,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Animal Welfare (18-39),13-17,male,23849025485890764,0,1,0,,,,0.01,10,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Animal Welfare (18-39),13-17,unknown,23849025485890764,2,2,1,,,,0.16,80,,,,0,0,80,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,gg_factual_short.mp4,4,8,2,,,,0.15,18.75,,,,0,0,37.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,female,ggwc_emotional_set_1 (1).mp4,6,6,1,,,,0.13,21.66666667,,,,0,0,21.66666667,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),13-17,male,ggwc_factual_final1 (1).mp4,0,1,0,,,,0.01,9.99861311,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Lookalikes (Emotional),13-17,male,ggwc_emotional_set_3 (1).mp4,0,1,0,,,,0.01,10.0073996,,,,0,0,,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Animal Welfare (Factual V3),13-17,unknown,New Giving Guide Video Ad Filmed Factual Short.m4v,1,1,1,,,,0.01,10.0007485,,,,0,0,10.0007485,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,unknown,ggwc_emotional_set_1 (1).mp4,4,4,1,,,,0.01,2.5,,,,0,0,2.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,ggwc_emotional_set_1 (1).mp4,3,3,1,,,,0.04,13.33333333,,,,0,0,13.33333333,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,unknown,gg_factual_short.mp4,0,3,0,,,,0.02,6.66666667,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,ggwc_emotional_set_2 (1).mp4,2,2,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,female,ggwc_emotional_set_2 (1).mp4,2,2,1,,,,0.03,15,,,,0,0,15,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,ggwc_emotional_set_3 (1).mp4,1,1,1,,,,0.04,40,,,,0,0,40,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,female,ggwc_emotional_set_3 (1).mp4,1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),13-17,unknown,gg_factual_short.mp4,0,1,0,,,,0.00,0,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Global Poverty (Emotional V3),13-17,female,"cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v",3,4,1.333333333,,,,0.08,20,,,,0,0,26.66666667,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),13-17,unknown,ggwc_emotional_set_1 (1).mp4,8,9,1.125,,,,0.07,7.78364475,,,,0,0,8.75660034,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),13-17,female,ggwc_emotional_set_1 (1).mp4,6,8,1.333333333,,,,0.26,32.49482704,,,,0,0,43.32643605,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),13-17,male,ggwc_emotional_set_1 (1).mp4,0,2,0,,,,0.02,9.99840832,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),13-17,female,ggwc_emotional_set_3 (1).mp4,0,1,0,,,,0.01,9.9965039,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),13-17,female,ggwc_emotional_set_1 (1).mp4,12,14,1.166666667,,,,0.39,27.87815618,,,,0,0,32.52451554,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),13-17,female,gg_factual_short.mp4,3,3,1,,,,0.05,16.74069187,,,,0,0,16.74069187,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,female,ggwc_emotional_set_1 (1).mp4,4,6,1.5,,,,0.36,60,,,,0,0,90,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),13-17,male,ggwc_emotional_set_1 (1).mp4,0,7,0,,,,0.02,2.85929807,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),13-17,unknown,gg_factual_short.mp4,1,1,1,,,,0.01,10.08900328,,,,0,0,10.08900328,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),13-17,male,gg_factual_short.mp4,0,1,0,,,,0.04,40.17766049,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,unknown,ggwc_emotional_set_1 (1).mp4,1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),13-17,male,gg_factual_short.mp4,1,1,1,,,,0.03,30.20092843,,,,0,0,30.20092843,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),13-17,male,gg_factual_short.mp4,4,6,1.5,,,,0.05,8.33333333,,,,1,16.66666667,12.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),13-17,female,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,8,15,1.875,,,,0.18,12.00905189,,,,0,0,22.5169723,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),13-17,female,gg_factual_short.mp4,4,5,1.25,,,,0.16,32,,,,0,0,40,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),13-17,female,gg_factual_short.mp4,0,2,0,,,,0.02,10.06697614,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),13-17,male,gg_factual_short.mp4,2,2,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,female,"cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v",2,2,1,,,,0.01,5,,,,1,50,5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),13-17,unknown,gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,male,ggwc_emotional_set_1 (1).mp4,0,7,0,,,,0.06,8.57142857,,,,1,14.28571429,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,unknown,"cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v",1,1,1,,,,0.16,160,,,,0,0,160,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),13-17,female,gg_factual_short.mp4,2,4,2,,,,0.04,9.99840832,,,,0,0,19.99681664,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),13-17,male,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,8,17,2.125,,,,0.10,5.88679014,,,,0,0,12.50942905,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),18-24,female,ggwc_factual_final1 (1).mp4,1294,1306,1.00927357,,,,18.44,14.11670919,1,18.4364222,0.076569678,3,0.22970904,14.24762148,140,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),18-24,female,gg_factual_short.mp4,66,66,1,,,,1.85,28.02486448,,,,0,0,28.02486448,9,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,male,"cropped_4X5_(x, y)_(0, 172)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Animals.m4v",35,35,1,,,,0.69,19.71428571,,,,0,0,19.71428571,4,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,unknown,ggwc_emotional_set_3 (1).mp4,5,6,1.2,,,,0.62,103.3333333,,,,0,0,124,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,male,"cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v",56,60,1.071428571,On-Facebook Leads,1,1.86,1.86,31,3,0.62,5,4,6.66666667,33.21428571,9,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,unknown,ggwc_emotional_set_1 (1).mp4,28,30,1.071428571,,,,0.52,17.33333333,,,,0,0,18.57142857,2,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),18-24,male,ggwc_factual_final1 (1).mp4,640,697,1.0890625,,,,10.05,14.41614069,1,10.04805006,0.143472023,2,0.28694405,15.70007822,57,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,4,6,1.5,,,,0.09,15,,,,0,0,22.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,8,10,1.25,,,,0.28,28,,,,1,10,35,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,male,ggwc_emotional_set_1 (1).mp4,4,6,1.5,,,,1.75,291.6666667,,,,0,0,437.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),18-24,unknown,gg_factual_short.mp4,40,43,1.075,,,,0.74,17.32456359,,,,0,0,18.62390586,6,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,female,ggwc_emotional_set_3 (1).mp4,20,20,1,,,,0.17,8.5,,,,0,0,8.5,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),18-24,female,ggwc_factual_final1 (1).mp4,5,5,1,,,,0.14,27.99611672,,,,0,0,27.99611672,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),18-24,male,gg_factual_short.mp4,25,26,1.04,,,,0.51,19.61266419,,,,0,0,20.39717075,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),18-24,unknown,gg_factual_short.mp4,34,36,1.058823529,,,,0.20,5.55467129,,,,1,2.77777778,5.88141666,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,unknown,ggwc_emotional_set_2 (1).mp4,10,10,1,,,,0.10,10,,,,0,0,10,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,unknown,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,3,3,,,,0.00,0,,,,0,0,0,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,female,New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v,9,10,1.111111111,,,,0.11,11,,,,0,0,12.22222222,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),18-24,unknown,ggwc_emotional_set_1 (1).mp4,36,41,1.138888889,,,,0.88,21.45999834,,,,0,0,24.44055367,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,female,ggwc_emotional_set_2 (1).mp4,1,4,4,,,,0.02,5,,,,0,0,20,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Climate Change (Emotional V3),18-24,female,ggwc_emotional_set_2 (1).mp4,2,2,1,,,,0.10,50,,,,0,0,50,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),18-24,male,gg_factual_short.mp4,4,4,1,,,,0.03,7.5,,,,0,0,7.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,unknown,"cropped_4X5_(x, y)_(0, 158)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v",11,11,1,,,,0.31,28.18181818,,,,0,0,28.18181818,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),18-24,male,ggwc_factual_final1 (1).mp4,2,2,1,,,,0.06,29.99583934,,,,0,0,29.99583934,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),18-24,female,gg_factual_short.mp4,20,23,1.15,,,,0.48,20.96225765,,,,1,4.34782609,24.10659629,8,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),18-24,male,ggwc_emotional_set_3 (1).mp4,11,11,1,On-Facebook Leads,1,0.11,0.11,10,1,0.11,9.090909091,2,18.18181818,10,2,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),18-24,unknown,ggwc_factual_final1 (1).mp4,1,1,1,,,,0.04,39.99445246,,,,0,0,39.99445246,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),18-24,unknown,gg_factual_short.mp4,81,90,1.111111111,,,,0.94,10.42530339,,,,0,0,11.58367043,15,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),18-24,unknown,ggwc_factual_final1 (1).mp4,40,55,1.375,,,,0.63,11.452323,,,,0,0,15.74694412,7,,,,2021-11-01,2022-01-20
