Campaign name,Ad Set Name,Age,Gender,Text,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),13-17,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),13-17,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),13-17,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",0,2,0,,,,0.02,10.01705619,,,,0,0,,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),13-17,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,4,5,1.25,,,,0.26,52.03922487,,,,0,0,65.04903108,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Lookalikes (Emotional V3),13-17,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,1,1,1,,,,0.01,10,,,,0,0,10,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),13-17,female,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",0,1,0,,,,0.01,10.04268743,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),13-17,female,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",8,8,1,,,,0.12,15.06403115,,,,0,0,15.06403115,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),13-17,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1,1,1,,,,0.02,20,,,,0,0,20,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),13-17,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),13-17,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,1,1,1,,,,0.02,20.08537486,,,,0,0,20.08537486,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),13-17,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",0,1,0,,,,0.02,20.08537486,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),13-17,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",1,1,1,,,,0.02,20,,,,0,0,20,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Animal Welfare (Factual V3),13-17,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",2,3,1.5,,,,0.01,3.33358283,,,,0,0,5.00037425,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare (18-39),13-17,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),13-17,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",0,3,0,,,,0.02,6.66666667,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),13-17,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",2,4,2,,,,0.09,22.5,,,,0,0,45,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,male,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,female,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,1,1,1,,,,0.16,160,,,,0,0,160,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",2,4,2,,,,0.35,87.5,,,,0,0,175,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),13-17,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,3,3,1,,,,0.04,13.33333333,,,,0,0,13.33333333,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",0,2,0,,,,0.01,5,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),13-17,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",0,1,0,,,,0.00,0,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Animal Welfare (18-39),13-17,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",1,1,1,,,,0.15,150,,,,0,0,150,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",3,3,1,,,,0.09,30,,,,0,0,30,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Global Poverty (Emotional V3),13-17,female,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),13-17,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",1,1,1,,,,0.03,30.20092843,,,,0,0,30.20092843,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),13-17,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",0,2,0,,,,0.02,10.06697614,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),13-17,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",0,1,0,,,,0.01,10.02622899,,,,0,0,,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Philanthropy (Factual V3),13-17,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,2,2,1,,,,0.02,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",7,7,1,,,,0.09,12.85714286,,,,0,0,12.85714286,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,female,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Animal Welfare (Factual V3),13-17,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",11,11,1,,,,0.16,14.54654328,,,,1,9.09090909,14.54654328,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",1,1,1,,,,0.03,30,,,,0,0,30,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",4,6,1.5,,,,0.05,8.33333333,,,,1,16.66666667,12.5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1,1,1,,,,0.01,10,,,,0,0,10,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,2,2,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,6,6,1,,,,0.07,11.66666667,,,,0,0,11.66666667,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy (18-39),13-17,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1,1,1,,,,0.02,20,,,,0,0,20,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,4,4,1,,,,0.08,20,,,,0,0,20,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,General Population (18-39),13-17,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,2,2,1,,,,0.01,5,,,,0,0,5,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),13-17,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,2,2,1,,,,0.01,5,,,,1,50,5,,,,,2021-11-01,2022-01-20
